Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound
Latin America and the Caribbean,76,Brazil,2009,Both sexes,37.11,-,-
Latin America and the Caribbean,76,Brazil,2010,Female,37.59,-,-
Latin America and the Caribbean,76,Brazil,2010,Male,34.1,-,-
Latin America and the Caribbean,76,Brazil,2010,Both sexes,35.92,-,-
Latin America and the Caribbean,76,Brazil,2004,Female,30.56,-,-
Latin America and the Caribbean,76,Brazil,2004,Male,28.14,-,-
Latin America and the Caribbean,76,Brazil,2004,Both sexes,29.42,-,-
Latin America and the Caribbean,76,Brazil,2006,Female,33.72,-,-
Latin America and the Caribbean,76,Brazil,2006,Male,30.97,-,-
Latin America and the Caribbean,76,Brazil,2006,Both sexes,32.42,-,-
Latin America and the Caribbean,76,Brazil,2011,Female,40.94,-,-
Latin America and the Caribbean,76,Brazil,2011,Male,37.58,-,-
Latin America and the Caribbean,76,Brazil,2011,Both sexes,39.36,-,-
Latin America and the Caribbean,76,Brazil,2012,Female,42.24,-,-
Latin America and the Caribbean,76,Brazil,2012,Male,38.78,-,-
Latin America and the Caribbean,76,Brazil,2012,Both sexes,40.61,-,-
Latin America and the Caribbean,76,Brazil,2013,Female,43.8,-,-
Latin America and the Caribbean,76,Brazil,2013,Male,39.67,-,-
Latin America and the Caribbean,76,Brazil,2013,Both sexes,41.85,-,-
Latin America and the Caribbean,76,Brazil,2014,Female,44.57,-,-
Latin America and the Caribbean,76,Brazil,2014,Male,40.3,-,-
Latin America and the Caribbean,76,Brazil,2014,Both sexes,42.56,-,-
Latin America and the Caribbean,84,Belize,2010,Female,37.27,-,-
Latin America and the Caribbean,84,Belize,2010,Male,36.37,-,-
Latin America and the Caribbean,84,Belize,2010,Both sexes,36.83,-,-
Latin America and the Caribbean,136,Cayman Islands,2008,Female,78.79,-,-
Latin America and the Caribbean,136,Cayman Islands,2008,Male,75.74,-,-
Latin America and the Caribbean,136,Cayman Islands,2008,Both sexes,77.29,-,-
Latin America and the Caribbean,136,Cayman Islands,2007,Female,72.6,-,-
Latin America and the Caribbean,136,Cayman Islands,2007,Male,74.49,-,-
Latin America and the Caribbean,136,Cayman Islands,2007,Both sexes,73.56,-,-
Latin America and the Caribbean,136,Cayman Islands,2014,Female,87.7,-,-
Latin America and the Caribbean,136,Cayman Islands,2014,Male,88.56,-,-
Latin America and the Caribbean,136,Cayman Islands,2014,Both sexes,88.11,-,-
Latin America and the Caribbean,136,Cayman Islands,2015,Female,90.72,-,-
Latin America and the Caribbean,136,Cayman Islands,2015,Male,89.66,-,-
Latin America and the Caribbean,136,Cayman Islands,2015,Both sexes,90.2,-,-
Latin America and the Caribbean,152,Chile,2008,Female,51,-,-
Latin America and the Caribbean,152,Chile,2008,Male,52.77,-,-
Latin America and the Caribbean,152,Chile,2008,Both sexes,51.86,-,-
Latin America and the Caribbean,152,Chile,2007,Female,50.08,-,-
Latin America and the Caribbean,152,Chile,2007,Male,51.11,-,-
Latin America and the Caribbean,152,Chile,2007,Both sexes,50.57,-,-
Latin America and the Caribbean,152,Chile,2009,Female,64.13,-,-
Latin America and the Caribbean,152,Chile,2009,Male,65.93,-,-
Latin America and the Caribbean,152,Chile,2009,Both sexes,65,-,-
Latin America and the Caribbean,152,Chile,2010,Female,51.98,-,-
Latin America and the Caribbean,152,Chile,2010,Male,53.81,-,-
Latin America and the Caribbean,152,Chile,2010,Both sexes,52.86,-,-
Latin America and the Caribbean,152,Chile,2004,Female,49.95,-,-
Latin America and the Caribbean,152,Chile,2004,Male,50.1,-,-
Latin America and the Caribbean,152,Chile,2004,Both sexes,50.02,-,-
Latin America and the Caribbean,152,Chile,2011,Female,49.68,-,-
Latin America and the Caribbean,152,Chile,2011,Male,52.15,-,-
Latin America and the Caribbean,152,Chile,2011,Both sexes,50.81,-,-
Latin America and the Caribbean,152,Chile,2013,Female,53.07,-,-
Latin America and the Caribbean,152,Chile,2013,Male,55.24,-,-
Latin America and the Caribbean,152,Chile,2013,Both sexes,54.06,-,-
Latin America and the Caribbean,170,Colombia,2008,Female,38.09,-,-
Latin America and the Caribbean,170,Colombia,2008,Male,38.04,-,-
Latin America and the Caribbean,170,Colombia,2008,Both sexes,38.06,-,-
Latin America and the Caribbean,170,Colombia,2005,Female,33.62,-,-
Latin America and the Caribbean,170,Colombia,2005,Male,33.8,-,-
Latin America and the Caribbean,170,Colombia,2005,Both sexes,33.71,-,-
Latin America and the Caribbean,170,Colombia,2007,Female,36.57,-,-
Latin America and the Caribbean,170,Colombia,2007,Male,36.47,-,-
Latin America and the Caribbean,170,Colombia,2007,Both sexes,36.52,-,-
Latin America and the Caribbean,170,Colombia,2009,Female,38.06,-,-
Latin America and the Caribbean,170,Colombia,2009,Male,37.2,-,-
Latin America and the Caribbean,170,Colombia,2009,Both sexes,37.65,-,-
Latin America and the Caribbean,170,Colombia,2010,Female,39.43,-,-
Latin America and the Caribbean,170,Colombia,2010,Male,38.81,-,-
Latin America and the Caribbean,170,Colombia,2010,Both sexes,39.14,-,-
Latin America and the Caribbean,170,Colombia,2004,Female,34.89,-,-
Latin America and the Caribbean,170,Colombia,2004,Male,35.01,-,-
Latin America and the Caribbean,170,Colombia,2004,Both sexes,34.95,-,-
Latin America and the Caribbean,170,Colombia,2006,Female,32.27,-,-
Latin America and the Caribbean,170,Colombia,2006,Male,32.27,-,-
Latin America and the Caribbean,170,Colombia,2006,Both sexes,32.27,-,-
Latin America and the Caribbean,170,Colombia,2011,Female,40.66,-,-
Latin America and the Caribbean,170,Colombia,2011,Male,39.83,-,-
Latin America and the Caribbean,170,Colombia,2011,Both sexes,40.27,-,-
Latin America and the Caribbean,170,Colombia,2012,Female,41.8,-,-
Latin America and the Caribbean,170,Colombia,2012,Male,40.97,-,-
Latin America and the Caribbean,170,Colombia,2012,Both sexes,41.4,-,-
Latin America and the Caribbean,170,Colombia,2013,Female,43.94,-,-
Latin America and the Caribbean,170,Colombia,2013,Male,42.58,-,-
Latin America and the Caribbean,170,Colombia,2013,Both sexes,43.29,-,-
Latin America and the Caribbean,170,Colombia,2014,Female,45.31,-,-
Latin America and the Caribbean,170,Colombia,2014,Male,43.81,-,-
Latin America and the Caribbean,170,Colombia,2014,Both sexes,44.59,-,-
Latin America and the Caribbean,170,Colombia,2015,Female,46.14,-,-
Latin America and the Caribbean,170,Colombia,2015,Male,44.61,-,-
Latin America and the Caribbean,170,Colombia,2015,Both sexes,45.4,-,-
Latin America and the Caribbean,188,Costa Rica,2008,Female,36.39,-,-
Latin America and the Caribbean,188,Costa Rica,2008,Male,34.99,-,-
Latin America and the Caribbean,188,Costa Rica,2008,Both sexes,35.73,-,-
Latin America and the Caribbean,188,Costa Rica,2007,Female,33.79,-,-
Latin America and the Caribbean,188,Costa Rica,2007,Male,33.09,-,-
Latin America and the Caribbean,188,Costa Rica,2007,Both sexes,33.46,-,-
Latin America and the Caribbean,188,Costa Rica,2009,Female,36.95,-,-
Latin America and the Caribbean,188,Costa Rica,2009,Male,36.1,-,-
Latin America and the Caribbean,188,Costa Rica,2009,Both sexes,36.55,-,-
Latin America and the Caribbean,188,Costa Rica,2010,Female,36.02,-,-
Latin America and the Caribbean,188,Costa Rica,2010,Male,34.92,-,-
Latin America and the Caribbean,188,Costa Rica,2010,Both sexes,35.5,-,-
Latin America and the Caribbean,188,Costa Rica,2011,Female,37.03,-,-
Latin America and the Caribbean,188,Costa Rica,2011,Male,36,-,-
Latin America and the Caribbean,188,Costa Rica,2011,Both sexes,36.54,-,-
Latin America and the Caribbean,188,Costa Rica,2012,Female,38.08,-,-
Latin America and the Caribbean,188,Costa Rica,2012,Male,36.61,-,-
Latin America and the Caribbean,188,Costa Rica,2012,Both sexes,37.38,-,-
Latin America and the Caribbean,188,Costa Rica,2014,Female,40.53,-,-
Latin America and the Caribbean,188,Costa Rica,2014,Male,39.87,-,-
Latin America and the Caribbean,188,Costa Rica,2014,Both sexes,40.22,-,-
Latin America and the Caribbean,188,Costa Rica,2015,Female,38.9,-,-
Latin America and the Caribbean,188,Costa Rica,2015,Male,36.98,-,-
Latin America and the Caribbean,188,Costa Rica,2015,Both sexes,37.99,-,-
Latin America and the Caribbean,192,Cuba,2002,Female,40.16,-,-
Latin America and the Caribbean,192,Cuba,2002,Male,40.55,-,-
Latin America and the Caribbean,192,Cuba,2002,Both sexes,40.35,-,-
Latin America and the Caribbean,192,Cuba,2012,Female,57.14,-,-
Latin America and the Caribbean,192,Cuba,2012,Male,57.68,-,-
Latin America and the Caribbean,192,Cuba,2012,Both sexes,57.41,-,-
Latin America and the Caribbean,212,Dominica,2001,Female,10.36,-,-
Latin America and the Caribbean,212,Dominica,2001,Male,11.18,-,-
Latin America and the Caribbean,212,Dominica,2001,Both sexes,10.77,-,-
Latin America and the Caribbean,214,Dominican Republic,2007,Female,33.3,-,-
Latin America and the Caribbean,214,Dominican Republic,2007,Male,28.24,-,-
Latin America and the Caribbean,214,Dominican Republic,2007,Both sexes,30.82,-,-
Latin America and the Caribbean,214,Dominican Republic,2010,Female,33.26,-,-
Latin America and the Caribbean,214,Dominican Republic,2010,Male,28.29,-,-
Latin America and the Caribbean,214,Dominican Republic,2010,Both sexes,30.83,-,-
Latin America and the Caribbean,214,Dominican Republic,2011,Female,34.24,-,-
Latin America and the Caribbean,214,Dominican Republic,2011,Male,29.08,-,-
Latin America and the Caribbean,214,Dominican Republic,2011,Both sexes,31.72,-,-
Latin America and the Caribbean,214,Dominican Republic,2012,Female,35.84,-,-
Latin America and the Caribbean,214,Dominican Republic,2012,Male,29.22,-,-
Latin America and the Caribbean,214,Dominican Republic,2012,Both sexes,32.61,-,-
Latin America and the Caribbean,214,Dominican Republic,2013,Female,36.33,-,-
Latin America and the Caribbean,214,Dominican Republic,2013,Male,30.46,-,-
Latin America and the Caribbean,214,Dominican Republic,2013,Both sexes,33.49,-,-
Latin America and the Caribbean,214,Dominican Republic,2014,Female,36.93,-,-
Latin America and the Caribbean,214,Dominican Republic,2014,Male,31.27,-,-
Latin America and the Caribbean,214,Dominican Republic,2014,Both sexes,34.17,-,-
Latin America and the Caribbean,214,Dominican Republic,2015,Female,38.2,-,-
Latin America and the Caribbean,214,Dominican Republic,2015,Male,31.3,-,-
Latin America and the Caribbean,214,Dominican Republic,2015,Both sexes,34.87,-,-
Latin America and the Caribbean,218,Ecuador,2009,Female,30.83,-,-
Latin America and the Caribbean,218,Ecuador,2009,Male,30.78,-,-
Latin America and the Caribbean,218,Ecuador,2009,Both sexes,30.81,-,-
Latin America and the Caribbean,218,Ecuador,2010,Female,33.06,-,-
Latin America and the Caribbean,218,Ecuador,2010,Male,32.91,-,-
Latin America and the Caribbean,218,Ecuador,2010,Both sexes,32.99,-,-
Latin America and the Caribbean,218,Ecuador,2013,Female,38.24,-,-
Latin America and the Caribbean,218,Ecuador,2013,Male,39.1,-,-
Latin America and the Caribbean,218,Ecuador,2013,Both sexes,38.65,-,-
Latin America and the Caribbean,218,Ecuador,2014,Female,37.86,-,-
Latin America and the Caribbean,218,Ecuador,2014,Male,39.26,-,-
Latin America and the Caribbean,218,Ecuador,2014,Both sexes,38.53,-,-
Latin America and the Caribbean,218,Ecuador,2015,Female,41.9,-,-
Latin America and the Caribbean,218,Ecuador,2015,Male,42.64,-,-
Latin America and the Caribbean,218,Ecuador,2015,Both sexes,42.26,-,-
Latin America and the Caribbean,222,El Salvador,2008,Female,23.48,-,-
Latin America and the Caribbean,222,El Salvador,2008,Male,26.47,-,-
Latin America and the Caribbean,222,El Salvador,2008,Both sexes,24.8,-,-
Latin America and the Caribbean,222,El Salvador,2007,Female,20.47,-,-
Latin America and the Caribbean,222,El Salvador,2007,Male,22.92,-,-
Latin America and the Caribbean,222,El Salvador,2007,Both sexes,21.56,-,-
Latin America and the Caribbean,222,El Salvador,2009,Female,23.99,-,-
Latin America and the Caribbean,222,El Salvador,2009,Male,26.44,-,-
Latin America and the Caribbean,222,El Salvador,2009,Both sexes,25.07,-,-
Latin America and the Caribbean,222,El Salvador,2010,Female,25.71,-,-
Latin America and the Caribbean,222,El Salvador,2010,Male,27.86,-,-
Latin America and the Caribbean,222,El Salvador,2010,Both sexes,26.69,-,-
Latin America and the Caribbean,222,El Salvador,2006,Female,22.99,-,-
Latin America and the Caribbean,222,El Salvador,2006,Male,26.23,-,-
Latin America and the Caribbean,222,El Salvador,2006,Both sexes,24.41,-,-
Latin America and the Caribbean,222,El Salvador,2011,Female,24.06,-,-
Latin America and the Caribbean,222,El Salvador,2011,Male,26.91,-,-
Latin America and the Caribbean,222,El Salvador,2011,Both sexes,25.32,-,-
Latin America and the Caribbean,222,El Salvador,2012,Female,25.17,-,-
Latin America and the Caribbean,222,El Salvador,2012,Male,28.33,-,-
Latin America and the Caribbean,222,El Salvador,2012,Both sexes,26.57,-,-
Latin America and the Caribbean,222,El Salvador,2013,Female,25.49,-,-
Latin America and the Caribbean,222,El Salvador,2013,Male,28.87,-,-
Latin America and the Caribbean,222,El Salvador,2013,Both sexes,26.99,-,-
Latin America and the Caribbean,320,Guatemala,2006,Female,9.29,-,-
Latin America and the Caribbean,320,Guatemala,2006,Male,12.16,-,-
Latin America and the Caribbean,320,Guatemala,2006,Both sexes,10.59,-,-
Latin America and the Caribbean,320,Guatemala,2002,Female,12.23,-,-
Latin America and the Caribbean,320,Guatemala,2002,Male,14.45,-,-
Latin America and the Caribbean,320,Guatemala,2002,Both sexes,13.28,-,-
Latin America and the Caribbean,320,Guatemala,2012,Female,15.59,-,-
Latin America and the Caribbean,320,Guatemala,2012,Male,20.04,-,-
Latin America and the Caribbean,320,Guatemala,2012,Both sexes,17.65,-,-
Latin America and the Caribbean,320,Guatemala,2013,Female,18.09,-,-
Latin America and the Caribbean,320,Guatemala,2013,Male,20.84,-,-
Latin America and the Caribbean,320,Guatemala,2013,Both sexes,19.35,-,-
Latin America and the Caribbean,320,Guatemala,2014,Female,27.39,-,-
Latin America and the Caribbean,320,Guatemala,2014,Male,25.85,-,-
Latin America and the Caribbean,320,Guatemala,2014,Both sexes,26.6,-,-
Latin America and the Caribbean,328,Guyana,2002,Female,33.24,-,-
Latin America and the Caribbean,328,Guyana,2002,Male,29.04,-,-
Latin America and the Caribbean,328,Guyana,2002,Both sexes,31.19,-,-
Latin America and the Caribbean,340,Honduras,2007,Female,16.95,-,-
Latin America and the Caribbean,340,Honduras,2007,Male,15.1,-,-
Latin America and the Caribbean,340,Honduras,2007,Both sexes,16.11,-,-
Latin America and the Caribbean,340,Honduras,2011,Female,19.69,-,-
Latin America and the Caribbean,340,Honduras,2011,Male,18.65,-,-
Latin America and the Caribbean,340,Honduras,2011,Both sexes,19.22,-,-
Latin America and the Caribbean,340,Honduras,2012,Female,19.76,-,-
Latin America and the Caribbean,340,Honduras,2012,Male,17.18,-,-
Latin America and the Caribbean,340,Honduras,2012,Both sexes,18.59,-,-
Latin America and the Caribbean,340,Honduras,2014,Female,24.36,-,-
Latin America and the Caribbean,340,Honduras,2014,Male,21.36,-,-
Latin America and the Caribbean,340,Honduras,2014,Both sexes,23.01,-,-
Latin America and the Caribbean,484,Mexico,2008,Female,28.54,-,-
Latin America and the Caribbean,484,Mexico,2008,Male,32.44,-,-
Latin America and the Caribbean,484,Mexico,2008,Both sexes,30.35,-,-
Latin America and the Caribbean,484,Mexico,2000,Female,15.17,-,-
Latin America and the Caribbean,484,Mexico,2000,Male,22.32,-,-
Latin America and the Caribbean,484,Mexico,2000,Both sexes,18.58,-,-
Latin America and the Caribbean,484,Mexico,2005,Female,24.3,-,-
Latin America and the Caribbean,484,Mexico,2005,Male,27.63,-,-
Latin America and the Caribbean,484,Mexico,2005,Both sexes,25.88,-,-
Latin America and the Caribbean,484,Mexico,2007,Female,28.24,-,-
Latin America and the Caribbean,484,Mexico,2007,Male,32.5,-,-
Latin America and the Caribbean,484,Mexico,2007,Both sexes,30.21,-,-
Latin America and the Caribbean,484,Mexico,2009,Female,29.38,-,-
Latin America and the Caribbean,484,Mexico,2009,Male,33.6,-,-
Latin America and the Caribbean,484,Mexico,2009,Both sexes,31.35,-,-
Latin America and the Caribbean,484,Mexico,2010,Female,28.11,-,-
Latin America and the Caribbean,484,Mexico,2010,Male,30.41,-,-
Latin America and the Caribbean,484,Mexico,2010,Both sexes,29.2,-,-
Latin America and the Caribbean,484,Mexico,2004,Female,19.09,-,-
Latin America and the Caribbean,484,Mexico,2004,Male,26.23,-,-
Latin America and the Caribbean,484,Mexico,2004,Both sexes,22.41,-,-
Latin America and the Caribbean,484,Mexico,2006,Female,28.33,-,-
Latin America and the Caribbean,484,Mexico,2006,Male,32.54,-,-
Latin America and the Caribbean,484,Mexico,2006,Both sexes,30.26,-,-
Latin America and the Caribbean,484,Mexico,2012,Female,32.2,-,-
Latin America and the Caribbean,484,Mexico,2012,Male,35.63,-,-
Latin America and the Caribbean,484,Mexico,2012,Both sexes,33.8,-,-
Latin America and the Caribbean,484,Mexico,2013,Female,30.64,-,-
Latin America and the Caribbean,484,Mexico,2013,Male,32.76,-,-
Latin America and the Caribbean,484,Mexico,2013,Both sexes,31.63,-,-
Latin America and the Caribbean,484,Mexico,2014,Female,31.05,-,-
Latin America and the Caribbean,484,Mexico,2014,Male,32.66,-,-
Latin America and the Caribbean,484,Mexico,2015,Female,32.15,-,-
Latin America and the Caribbean,484,Mexico,2015,Male,34.68,-,-
Latin America and the Caribbean,484,Mexico,2015,Both sexes,33.35,-,-
Latin America and the Caribbean,533,Aruba,2010,Female,32.07,-,-
Latin America and the Caribbean,533,Aruba,2010,Male,32.17,-,-
Latin America and the Caribbean,533,Aruba,2010,Both sexes,32.12,-,-
Latin America and the Caribbean,591,Panama,2000,Female,35.8,-,-
Latin America and the Caribbean,591,Panama,2000,Male,31.57,-,-
Latin America and the Caribbean,591,Panama,2000,Both sexes,33.68,-,-
Latin America and the Caribbean,591,Panama,2010,Female,45.82,-,-
Latin America and the Caribbean,591,Panama,2010,Male,40.14,-,-
Latin America and the Caribbean,591,Panama,2010,Both sexes,43,-,-
Latin America and the Caribbean,600,Paraguay,2003,Female,23.96,-,-
Latin America and the Caribbean,600,Paraguay,2003,Male,24.2,-,-
Latin America and the Caribbean,600,Paraguay,2003,Both sexes,24.08,-,-
Latin America and the Caribbean,600,Paraguay,2008,Female,28.44,-,-
Latin America and the Caribbean,600,Paraguay,2008,Male,28.81,-,-
Latin America and the Caribbean,600,Paraguay,2008,Both sexes,28.62,-,-
Latin America and the Caribbean,600,Paraguay,2005,Female,28.83,-,-
Latin America and the Caribbean,600,Paraguay,2005,Male,30.44,-,-
Latin America and the Caribbean,600,Paraguay,2005,Both sexes,29.62,-,-
Latin America and the Caribbean,600,Paraguay,2007,Female,25.55,-,-
Latin America and the Caribbean,600,Paraguay,2007,Male,27.34,-,-
Latin America and the Caribbean,600,Paraguay,2007,Both sexes,26.42,-,-
Latin America and the Caribbean,600,Paraguay,2009,Female,25.17,-,-
Latin America and the Caribbean,600,Paraguay,2009,Male,29.13,-,-
Latin America and the Caribbean,600,Paraguay,2009,Both sexes,27.14,-,-
Latin America and the Caribbean,600,Paraguay,2006,Female,26.28,-,-
Latin America and the Caribbean,600,Paraguay,2006,Male,28.49,-,-
Latin America and the Caribbean,600,Paraguay,2006,Both sexes,27.35,-,-
Latin America and the Caribbean,600,Paraguay,2014,Female,36.71,-,-
Latin America and the Caribbean,600,Paraguay,2014,Male,36.41,-,-
Latin America and the Caribbean,600,Paraguay,2014,Both sexes,36.56,-,-
Latin America and the Caribbean,600,Paraguay,2015,Female,37.89,-,-
Latin America and the Caribbean,600,Paraguay,2015,Male,38.33,-,-
Latin America and the Caribbean,600,Paraguay,2015,Both sexes,38.1,-,-
Latin America and the Caribbean,604,Peru,2008,Female,42.08,-,-
Latin America and the Caribbean,604,Peru,2008,Male,52.09,-,-
Latin America and the Caribbean,604,Peru,2008,Both sexes,46.87,-,-
Latin America and the Caribbean,604,Peru,2005,Female,40.4,-,-
Latin America and the Caribbean,604,Peru,2005,Male,47.85,-,-
Latin America and the Caribbean,604,Peru,2005,Both sexes,44.04,-,-
Latin America and the Caribbean,604,Peru,2007,Female,42.03,-,-
Latin America and the Caribbean,604,Peru,2007,Male,51.79,-,-
Latin America and the Caribbean,604,Peru,2007,Both sexes,46.7,-,-
Latin America and the Caribbean,604,Peru,2009,Female,42.13,-,-
Latin America and the Caribbean,604,Peru,2009,Male,52.36,-,-
Latin America and the Caribbean,604,Peru,2009,Both sexes,47,-,-
Latin America and the Caribbean,604,Peru,2010,Female,47.64,-,-
Latin America and the Caribbean,604,Peru,2010,Male,58.32,-,-
Latin America and the Caribbean,604,Peru,2010,Both sexes,52.94,-,-
Latin America and the Caribbean,604,Peru,2004,Female,43.31,-,-
Latin America and the Caribbean,604,Peru,2004,Male,50.35,-,-
Latin America and the Caribbean,604,Peru,2004,Both sexes,46.78,-,-
Latin America and the Caribbean,604,Peru,2006,Female,39.71,-,-
Latin America and the Caribbean,604,Peru,2006,Male,48.82,-,-
Latin America and the Caribbean,604,Peru,2006,Both sexes,44.05,-,-
Latin America and the Caribbean,604,Peru,2011,Female,48.83,-,-
Latin America and the Caribbean,604,Peru,2011,Male,58.28,-,-
Latin America and the Caribbean,604,Peru,2011,Both sexes,53.52,-,-
Latin America and the Caribbean,604,Peru,2012,Female,51.19,-,-
Latin America and the Caribbean,604,Peru,2012,Male,60.93,-,-
Latin America and the Caribbean,604,Peru,2012,Both sexes,55.99,-,-
Latin America and the Caribbean,604,Peru,2013,Female,51.94,-,-
Latin America and the Caribbean,604,Peru,2013,Male,59.83,-,-
Latin America and the Caribbean,604,Peru,2013,Both sexes,55.81,-,-
Latin America and the Caribbean,604,Peru,2014,Female,50.6,-,-
Latin America and the Caribbean,604,Peru,2014,Male,60.46,-,-
Latin America and the Caribbean,604,Peru,2014,Both sexes,55.5,-,-
Latin America and the Caribbean,604,Peru,2015,Female,51.47,-,-
Latin America and the Caribbean,604,Peru,2015,Male,60.62,-,-
Latin America and the Caribbean,604,Peru,2015,Both sexes,56.02,-,-
Latin America and the Caribbean,630,Puerto Rico,2008,Female,78.67,-,-
Latin America and the Caribbean,630,Puerto Rico,2008,Male,76.6,-,-
Latin America and the Caribbean,630,Puerto Rico,2008,Both sexes,77.71,-,-
Latin America and the Caribbean,630,Puerto Rico,2000,Female,74.33,-,-
Latin America and the Caribbean,630,Puerto Rico,2000,Male,74.56,-,-
Latin America and the Caribbean,630,Puerto Rico,2000,Both sexes,74.44,-,-
Latin America and the Caribbean,630,Puerto Rico,2005,Female,77.74,-,-
Latin America and the Caribbean,630,Puerto Rico,2005,Male,77.22,-,-
Latin America and the Caribbean,630,Puerto Rico,2005,Both sexes,77.5,-,-
Latin America and the Caribbean,630,Puerto Rico,2007,Female,77.78,-,-
Latin America and the Caribbean,630,Puerto Rico,2007,Male,76.78,-,-
Latin America and the Caribbean,630,Puerto Rico,2007,Both sexes,77.31,-,-
Latin America and the Caribbean,630,Puerto Rico,2006,Female,77.48,-,-
Latin America and the Caribbean,630,Puerto Rico,2006,Male,75.98,-,-
Latin America and the Caribbean,630,Puerto Rico,2006,Both sexes,76.78,-,-
Latin America and the Caribbean,630,Puerto Rico,2012,Female,71.99,-,-
Latin America and the Caribbean,630,Puerto Rico,2012,Male,67.54,-,-
Latin America and the Caribbean,630,Puerto Rico,2012,Both sexes,69.93,-,-
Latin America and the Caribbean,660,Anguilla,2001,Female,48.39,-,-
Latin America and the Caribbean,660,Anguilla,2001,Male,41.95,-,-
Latin America and the Caribbean,660,Anguilla,2001,Both sexes,45.22,-,-
Latin America and the Caribbean,662,Saint Lucia,2013,Female,42.83,-,-
Latin America and the Caribbean,662,Saint Lucia,2013,Male,37.82,-,-
Latin America and the Caribbean,662,Saint Lucia,2013,Both sexes,40.43,-,-
Latin America and the Caribbean,740,Suriname,2004,Female,7.81,-,-
Latin America and the Caribbean,740,Suriname,2004,Male,9.61,-,-
Latin America and the Caribbean,740,Suriname,2004,Both sexes,8.7,-,-
Latin America and the Caribbean,740,Suriname,2012,Female,26.25,-,-
Latin America and the Caribbean,740,Suriname,2012,Male,23.06,-,-
Latin America and the Caribbean,740,Suriname,2012,Both sexes,24.72,-,-
Latin America and the Caribbean,780,Trinidad and Tobago,2008,Female,56.55,-,-
Latin America and the Caribbean,780,Trinidad and Tobago,2008,Male,57.5,-,-
Latin America and the Caribbean,780,Trinidad and Tobago,2008,Both sexes,57.02,-,-
Latin America and the Caribbean,780,Trinidad and Tobago,2009,Female,56.63,-,-
Latin America and the Caribbean,780,Trinidad and Tobago,2009,Male,56.85,-,-
Latin America and the Caribbean,780,Trinidad and Tobago,2009,Both sexes,56.73,-,-
Latin America and the Caribbean,858,Uruguay,2003,Female,36.64,-,-
Latin America and the Caribbean,858,Uruguay,2003,Male,32.01,-,-
Latin America and the Caribbean,858,Uruguay,2003,Both sexes,34.45,-,-
Latin America and the Caribbean,858,Uruguay,2008,Female,29.74,-,-
Latin America and the Caribbean,858,Uruguay,2008,Male,23.81,-,-
Latin America and the Caribbean,858,Uruguay,2008,Both sexes,26.98,-,-
Latin America and the Caribbean,858,Uruguay,2009,Female,30.29,-,-
Latin America and the Caribbean,858,Uruguay,2009,Male,24.84,-,-
Latin America and the Caribbean,858,Uruguay,2009,Both sexes,27.75,-,-
Latin America and the Caribbean,858,Uruguay,2010,Female,29.73,-,-
Latin America and the Caribbean,858,Uruguay,2010,Male,24.25,-,-
Latin America and the Caribbean,858,Uruguay,2010,Both sexes,27.17,-,-
Latin America and the Caribbean,858,Uruguay,2006,Female,26.9,-,-
Latin America and the Caribbean,858,Uruguay,2006,Male,22.25,-,-
Latin America and the Caribbean,858,Uruguay,2006,Both sexes,24.74,-,-
Latin America and the Caribbean,858,Uruguay,2011,Female,30.08,-,-
Latin America and the Caribbean,858,Uruguay,2011,Male,23.52,-,-
Latin America and the Caribbean,858,Uruguay,2011,Both sexes,27.02,-,-
Latin America and the Caribbean,858,Uruguay,2012,Female,30.87,-,-
Latin America and the Caribbean,858,Uruguay,2012,Male,23.74,-,-
Latin America and the Caribbean,858,Uruguay,2012,Both sexes,27.54,-,-
Latin America and the Caribbean,858,Uruguay,2013,Female,30.59,-,-
Latin America and the Caribbean,858,Uruguay,2013,Male,24.14,-,-
Latin America and the Caribbean,858,Uruguay,2013,Both sexes,27.58,-,-
Latin America and the Caribbean,858,Uruguay,2014,Female,31.61,-,-
Latin America and the Caribbean,858,Uruguay,2014,Male,24.86,-,-
Latin America and the Caribbean,858,Uruguay,2014,Both sexes,28.45,-,-
Latin America and the Caribbean,858,Uruguay,2015,Female,32.13,-,-
Latin America and the Caribbean,858,Uruguay,2015,Male,24.9,-,-
Latin America and the Caribbean,858,Uruguay,2015,Both sexes,28.75,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2008,Female,44.67,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2008,Male,38.14,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2008,Both sexes,41.44,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2007,Female,42.66,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2007,Male,36.83,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2007,Both sexes,39.78,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2009,Female,46.47,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2009,Male,39.41,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2009,Both sexes,42.99,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2001,Female,11.73,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2001,Male,33.08,-,-
